Sno.	Question (100 words)	Answer (Max 2000 words)	Question Category (Refer Sheet 2)	Applicable to Pathways	Pathway Stage	Source of Data (Preferable URL)	Actual Excerpt from the Source Data	Hospitals Applicable	Date	Author Name	Reviewed By	Expiry Date
2969	What could feeling full quickly when eating indicate?	Feeling full quickly when eating or changes to appetite can be symptoms of secondary breast cancer. It’s important to discuss these symptoms with your healthcare provider.	SYMPTOMS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Feeling full quickly when eating or changes to appetite	All	2025-12-11	Healthcare AI Team		
2970	Are lumps or swellings under the arm a concern?	Yes, any lumps or swellings under your arm, breastbone, or collarbone can be a sign of secondary breast cancer and should be checked by a healthcare provider.	SYMPTOMS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Any lumps or swellings under your arm, breastbone or collarbone	All	2025-12-11	Healthcare AI Team		
2971	What does unexpected weight loss signify?	Unexpected weight loss and a loss of appetite can be symptoms of secondary breast cancer. If you experience these, it’s important to seek medical advice.	SYMPTOMS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Unexpected weight loss and a loss of appetite	All	2025-12-11	Healthcare AI Team		
2972	Could feeling bloated be related to secondary breast cancer?	Yes, feeling bloated can be a symptom of secondary breast cancer. Persistent bloating should be evaluated by a healthcare professional.	SYMPTOMS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Feeling bloated	All	2025-12-11	Healthcare AI Team		
2973	What should I do if I notice altered vision or speech?	Altered vision or speech can be symptoms of secondary breast cancer. If you experience these symptoms, it’s crucial to seek immediate medical attention.	SYMPTOMS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Altered vision or speech	All	2025-12-11	Healthcare AI Team		
2974	Is feeling much more tired than usual a symptom to watch for?	Yes, feeling much more tired than usual can be a symptom of secondary breast cancer. Persistent fatigue should be discussed with your healthcare provider.	SYMPTOMS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Feeling much more tired than usual	All	2025-12-11	Healthcare AI Team		
2975	What does persistent bone pain indicate?	Persistent bone pain, especially in the back, hips, or ribs that doesn’t improve with pain relief and may be worse at night, can be a sign of secondary breast cancer. It’s important to consult your healthcare provider.	SYMPTOMS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Pain in your bones, for example in the back, hips or ribs, that doesn’t get better with pain relief and may be worse at night	All	2025-12-11	Healthcare AI Team		
2976	How can I find more information about secondary breast cancer?	You can find more information about secondary breast cancer by visiting the Breast Cancer Now website at breastcancernow.org/sbcsymptoms.	ADMIN_LOGISTICS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	To find out more about secondary breast cancer, visit breastcancernow.org/sbcsymptoms	All	2025-12-11	Healthcare AI Team		
2977	What are the possible signs of secondary breast cancer?	Possible signs of secondary breast cancer include severe or ongoing headaches, a dry cough, feeling out of breath, constipation, persistent nausea, discomfort or swelling under the ribs, loss of balance or limb weakness, feeling full quickly, lumps or swellings under the arm, unexpected weight loss, bloating, altered vision or speech, extreme fatigue, and persistent bone pain.	SYMPTOMS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	POSSIBLE SIGNS OF SECONDARY (METASTATIC) BREAST CANCER	All	2025-12-11	Healthcare AI Team		
2978	Who should I contact if I suspect secondary breast cancer?	If you suspect secondary breast cancer based on new, persistent symptoms, you should contact your breast care nurse or GP for an evaluation.	ADMIN_LOGISTICS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Tell your breast care nurse or GP if you have symptoms that are new, don’t have an obvious cause and don’t go away.	All	2025-12-11	Healthcare AI Team		
2979	What organization provides support and information about secondary breast cancer?	Breast Cancer Now provides support and information about secondary breast cancer. You can visit their website at breastcancernow.org/sbcsymptoms for more details.	ADMIN_LOGISTICS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Breast Cancer Now is a company limited by guarantee registered in England (9347608) and a charity registered in England and Wales (1160558), Scotland (SC045584) and Isle of Man (1200).	All	2025-12-11	Healthcare AI Team		
2980	What are the registration details of Breast Cancer Now?	Breast Cancer Now is a company limited by guarantee registered in England (9347608) and a charity registered in England and Wales (1160558), Scotland (SC045584), and Isle of Man (1200). Their registered office is at Fifth Floor, Ibex House, 42-47 Minories, London EC3N 1DY.	ADMIN_LOGISTICS	Breast Cancer	All Stages	bcn002_possible_signs_of_secondary_breast_cancer.pdf	Breast Cancer Now is a company limited by guarantee registered in England (9347608) and a charity registered in England and Wales (1160558), Scotland (SC045584) and Isle of Man (1200). Registered Office: Fifth Floor, Ibex House, 42-47 Minories, London EC3N 1DY.	All	2025-12-11	Healthcare AI Team		
2981	What are the common symptoms of breast cancer recurrence?	Common symptoms of breast cancer recurrence include feeling sick, severe or ongoing headaches, feeling much more tired than usual, constipation, feeling full quickly when eating, discomfort or swelling under the ribs or across the upper abdomen, any lumps or swellings under the arm, breastbone, or collarbone, loss of balance or weakness/numbness of the limbs, a dry cough or feeling out of breath, altered vision or speech, unexpected weight loss and loss of appetite, and persistent bone pain in areas like the back, hips, or ribs.	SYMPTOMS	Breast Cancer	All Stages	bcn003-signs-and-symptoms-of-breast-cancer-recurrence-infographic-web.pdf	Feeling sick, severe or ongoing headaches, feeling much more tired than usual, constipation, feeling full quickly when eating, discomfort or swelling under the ribs or across the upper abdomen, any lumps or swellings under the arm, breastbone, or collarbone, loss of balance or weakness/numbness of the limbs, a dry cough or feeling out of breath, altered vision or speech, unexpected weight loss and loss of appetite, and persistent bone pain in areas like the back, hips, or ribs.	All	2025-12-11	Healthcare AI Team		
2982	What should I do if I notice new or unusual symptoms after breast cancer treatment?	If you notice new or unusual symptoms after breast cancer treatment, it is important to talk to your GP or breast care nurse. Pay attention to symptoms that don’t have an obvious cause or don’t go away, as these could be signs of recurrence.	SYMPTOMS	Breast Cancer	All Stages	bcn003-signs-and-symptoms-of-breast-cancer-recurrence-infographic-web.pdf	Talk to your GP or breast care nurse about any symptoms that are: • New or unusual for you • Don’t have an obvious cause • Don’t go away	All	2025-12-11	Healthcare AI Team		
2983	What changes in the breast or chest area should I be aware of after treatment?	After breast cancer treatment, be aware of any changes in the breast or chest area such as swelling on your chest, in your armpit or around your collarbone, a change in shape or size, a change in skin texture like puckering or dimpling, an inverted or differently looking nipple, liquid discharge from the nipple without squeezing it, swelling in the arm or hand, redness or a rash on the skin, and any lumps or thickening that feels different.	SYMPTOMS	Breast Cancer	All Stages	bcn003-signs-and-symptoms-of-breast-cancer-recurrence-infographic-web.pdf	Look for changes to the other breast too. • Swelling on your chest, in your armpit or around your collarbone • A change in shape or size • A change in skin texture, such as puckering or dimpling • The nipple has become inverted (pulled in) or looks different, for example changed position or shape • Liquid (discharge) that comes from the nipple without squeezing it • Swelling in the arm or hand • Redness or a rash on the skin, in or around the nipple or in the area of the scar line of your treate	All	2025-12-11	Healthcare AI Team		
2984	Can breast cancer recur in the remaining breast tissue after a lumpectomy?	Yes, breast cancer can recur in the remaining breast tissue after a lumpectomy. It’s important to be vigilant about any changes in the breast or chest area and report them to your healthcare provider.	SYMPTOMS	Breast Cancer	All Stages	bcn003-signs-and-symptoms-of-breast-cancer-recurrence-infographic-web.pdf	If you’ve had a lumpectomy or breast-conserving surgery, the cancer could come back in the remaining breast tissue.	All	2025-12-11	Healthcare AI Team		
